id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9569407,Clean & Cozy Newton/Boston College,44920239,Marcia,,Brighton,42.33588,-71.18811,Private room,60,91,13,2019-09-02,0.17,2,255,0,
31650137,Cozy Queen Bedroom close to  Boston,13005723,Anderson,,Charlestown,42.40645,-71.0518,Private room,104,2,144,2022-06-02,3.60,3,85,57,
6599485,Cambridge  Harvard Comfortable Room,6438360,John,,Allston,42.38461,-71.135,Private room,63,30,210,2022-03-19,2.50,2,154,3,
26703374,Harvard Square less than 2 miles,71156317,Eddy,,Brighton,42.37511,-71.15229,Private room,87,3,21,2022-06-09,0.45,1,61,16,STR-16228
13883630,"Nice, Clean, Warm, Smoke Free 1 in East Somerville",80080682,Maria And Jose,,Charlestown,42.38751,-71.09151,Private room,90,2,128,2022-05-26,1.78,2,226,12,
53628143,Private Beach Front Apartment in Revere,434276985,Sandra,,East Boston,42.40203,-70.98804,Entire home/apt,180,5,1,2022-04-22,0.57,1,87,1,
14610297,Queen Ann Brookline B&B M605 #2,32532791,Marie,,Brighton,42.34028,-71.13677,Private room,208,2,22,2022-05-01,0.32,11,51,8,
37497746,☆ A Dazzling Gem - Private Balcony - Near Boston ☆,69424716,Pedro,,East Boston,42.40414,-71.04213,Private room,56,2,74,2022-05-29,2.15,3,132,30,
42365283,Sunny Spacious Room Close to Cambridge & Boston,71170093,Pam & Jay,,Brighton,42.3664,-71.17818,Private room,65,2,0,,,1,10,0,
22892915,Oceanfront Pool. Close to Boston. Free Parking.,154735333,Carol And John,,East Boston,42.38503,-70.97249,Entire home/apt,312,3,138,2022-05-30,2.65,1,284,26,
31539857,Get to The Point and the beach!,13853044,John And Arturo,,Harbor Islands,42.36028,-70.97402,Entire home/apt,120,1,531,2022-06-11,13.63,1,77,152,
49176440,Mdern loft/studio! Close to beach/Boston/Airport!,43223599,Olga,,East Boston,42.38768,-70.97625,Entire home/apt,109,32,7,2022-04-20,0.82,2,76,7,
2075647,Eco-Bohemian Boston Hideaway in East Somerville,9623536,Mary,,Charlestown,42.38888,-71.09235,Private room,102,1,220,2022-06-03,2.13,2,63,11,
18737444,Cody's Place Boston Logan Airport Beaches ParkFree,44854015,Frank,,East Boston,42.38752,-70.9716,Entire home/apt,216,1,224,2022-05-09,3.80,3,332,10,
589370123269584352,"Winthrop Ocean Walk 3 bedroom, commuter’s heaven",30276670,Jenny,,East Boston,42.38519,-70.97483,Entire home/apt,287,1,14,2022-06-10,6.00,4,212,14,
51259396,Comfortable Room Close T & Boston (1C),388872888,Yuping,,Charlestown,42.38723,-71.08366,Private room,63,2,21,2022-05-25,2.05,7,168,21,
13417738,Large Room in Shared Apt (SU2-2),6094,Matt,,Charlestown,42.39367,-71.09089,Private room,64,91,19,2022-06-03,0.26,9,284,1,
370390,Your Room - 10 Min T Ride To Boston Center,1866924,David,,Charlestown,42.38333,-71.08296,Private room,46,30,137,2021-02-01,1.10,2,142,0,
37122724,Spacious suite with private bath/Boston line,279234370,Marjorie,,West Roxbury,42.25128,-71.15784,Private room,65,14,9,2022-05-30,0.26,1,106,2,
10859284,Cozy room 12 mins from Logan,42056861,Craig,,East Boston,42.37486,-70.99143,Private room,80,1,25,2020-07-06,0.33,1,132,0,
38711425,Sky harbor wine lounge experience Plane Watching,3474193,Jez N Ken,,East Boston,42.37481,-70.99452,Private room,173,1,174,2022-06-12,5.27,5,346,116,
26336453,Alderwood Bed & Breakfast double room,31421752,Myra,,Brighton,42.34106,-71.19048,Private room,168,2,49,2022-05-24,1.04,2,106,26,
46483904,Private room near Harvard Square,50354405,Orhun,,Brighton,42.37451,-71.1784,Private room,96,3,0,,,1,291,0,
641587390248327157,"Upscale 4BR, 2 mi from US Open - hot tub, fire pit",112608645,Rinus,,Brighton,42.3376323,-71.1412196,Entire home/apt,3100,4,0,,,1,365,0,
13174739,Cozy  quaint cozy cottage by the beach,73648376,Patricia,,Harbor Islands,42.35871,-70.96951,Private room,50,1,190,2022-06-10,2.59,1,291,93,
682093,"Boston Airport Subway, we're a licensed 5* Airbnb",3474193,Jez N Ken,,East Boston,42.38041,-70.99083,Private room,131,1,1071,2022-06-12,9.03,5,313,102,
10040743,The House On Myrtle,51175137,Genevra,,East Boston,42.38118,-70.97337,Private room,41,1,310,2022-05-29,4.17,5,224,38,
24608415,Comfortable and Friendly,65986601,Daesik,,West Roxbury,42.24151,-71.16326,Private room,65,1,344,2022-05-29,6.89,1,262,119,
32355349,Priv. Bedroom in Watertown Sq,131500912,Roberta,,Brighton,42.36577,-71.17973,Private room,45,120,6,2021-12-14,0.15,2,191,1,
31804638,CycleHaven: Winter Hill's Best Hide-away,77601134,Lee,,Charlestown,42.3865,-71.09405,Private room,94,1,86,2022-06-12,2.19,1,14,41,
33473634,Everett 5,92524206,Ray,,East Boston,42.40201,-71.03956,Private room,83,1,78,2022-05-29,2.01,7,168,50,
49652502,"Great room, 15 min to Boston. 2 min walk to bus.",150679548,Simone,,Charlestown,42.40589711838491,-71.0544015345549,Private room,65,4,0,,,4,295,0,
1152054,"Furnished Room walk to orangeT bus 2 harvard , MIT",342545,Anjana And Karthik,,Charlestown,42.38901,-71.09069,Private room,45,91,68,2022-05-31,0.62,4,286,1,
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36413,-71.02991,Entire home/apt,132,32,23,2022-05-29,0.27,1,199,3,
5506,** Fort Hill Inn Private! Minutes to center!**,8229,Terry,,Roxbury,42.32844,-71.09581,Entire home/apt,149,3,110,2021-10-25,0.68,10,44,3,Approved by the government
6695,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",8229,Terry,,Roxbury,42.32802,-71.09387,Entire home/apt,250,3,116,2021-10-12,0.74,10,96,1,STR446650
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Beacon Hill,42.35867,-71.06307,Entire home/apt,110,91,25,2020-04-15,0.26,10,210,0,
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.35906,-71.06271,Entire home/apt,100,91,33,2021-12-16,0.21,10,285,1,
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,,Back Bay,42.35061,-71.08787,Entire home/apt,129,29,5,2020-12-02,0.07,11,242,0,
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,,North End,42.36377,-71.05206,Entire home/apt,131,33,2,2016-05-23,0.03,11,347,0,
18711,230B1 · The Dorset Redline | 3BR 1BA w/Central Air | Walk to Redline for Mass General and UMass!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,118,30,52,2019-10-05,0.35,29,154,0,
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34487,-71.07441,Private room,148,29,315,2019-12-13,2.38,4,90,0,STR-410426
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31347,-71.11082,Private room,100,14,87,2022-05-07,0.61,1,261,8,STR-461832
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37424,-71.06081,Entire home/apt,107,29,134,2022-05-21,0.93,1,45,4,STR-409822
47521,"Private Room, shared bath in Victorian House/ 1",119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,72,1,332,2022-04-21,2.32,6,146,1,STR-457920
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,80,29,143,2022-03-26,1.03,5,100,2,STR-415714
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Downtown,42.35689,-71.06206,Entire home/apt,100,91,47,2021-12-01,0.40,10,171,2,
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,,Roxbury,42.32546,-71.08894,Entire home/apt,100,29,120,2019-11-15,0.89,5,2,0,STR-415714
77691,Private room in Victorian house,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,55,1,290,2022-06-06,2.11,6,153,8,STR-457920
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,,Roxbury,42.32806,-71.09423,Entire home/apt,275,3,239,2022-05-01,1.81,10,112,11,STR446659
179244,Beautiful room with private bath/#2,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,83,1,97,2022-04-20,0.74,6,18,4,STR-457920
179245,Private Room & private bath in Townhouse,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,75,1,54,2022-05-26,0.41,6,112,7,Exempt: This listing is a hotel or motel
184893,Beautiful 1 bedroom apt cld sleep 4,887148,Dawn,,Charlestown,42.37823,-71.06778,Private room,257,29,0,,,5,83,0,
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.30953,-71.0706,Entire home/apt,59,7,82,2022-05-21,0.62,1,1,10,STR-384505
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.31331,-71.12061,Private room,60,30,52,2022-06-01,0.40,1,91,4,C0245420351
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31533,-71.11025,Entire home/apt,145,3,439,2022-06-07,3.38,2,16,36,STR-409453
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31685,-71.10867,Entire home/apt,104,3,235,2022-05-16,1.80,1,62,24,STR-414064
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36614,-71.05226,Private room,170,3,270,2022-06-08,2.07,1,56,18,STR-454055
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33255,-71.04125,Entire home/apt,289,2,392,2022-06-09,3.25,1,176,47,STR-411297
315982,"Beautiful Townhouse, 2 BR & 2 Bath",119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,254,1,116,2022-05-27,0.93,6,67,2,STR-457920
377474,Cozy Room in Beautiful Victorian House /E,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,56,1,27,2022-05-16,0.23,6,137,2,STR-457920
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,71,5,347,2022-05-31,2.86,1,176,34,STR-459697
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.31062,-71.1176,Private room,173,91,16,2016-06-26,0.15,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,9,2013-07-01,0.07,1,0,0,
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34491,-71.07368,Private room,148,29,175,2019-10-31,1.44,4,90,0,STR-410426
530983,14P · The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,179,30,67,2019-10-29,0.57,29,199,0,
533152,230B4 · The Penthouse w/Central AC | 2BR 1BA w/En-Suite HdTV's! | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,113,30,58,2022-02-14,0.58,29,243,2,
561769,12P · The Sky View w/AC | 3BR 1BA w/En-Suite HdTV's | Short Walk to Redline for Mass General and Boston Medical!,71783,Lance,,Dorchester,42.31371,-71.06126,Entire home/apt,101,30,63,2022-04-01,0.53,29,162,1,
568234,Oasis in Boston's Hippest Neighborhood,2796082,Margaret,,Jamaica Plain,42.3036,-71.10539,Private room,121,29,291,2021-12-02,2.41,2,291,17,STR-454183
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28834,-71.05505,Private room,175,3,98,2021-11-01,0.91,1,0,4,STR-416760
579605,230B3  · The Mayhew w/Central AC and Laundry! | 2BR 1BA w/En-Suite HdTV's | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,108,30,55,2021-03-12,0.46,29,227,0,
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34096,-71.14647,Entire home/apt,149,91,12,2017-07-05,0.10,1,0,0,
601763,"25A2 · The Alameda 2 w/AC | 2BR 1BA w/En-Suite HdTV's | Short walk to train, shops and near Faulkner!",71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,117,30,40,2022-03-07,0.63,29,274,2,
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,344,2,61,2022-05-29,0.87,5,298,19,STR-416892
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33451,-71.04983,Private room,204,1,8,2022-05-30,0.11,1,146,1,STR-398090
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37926,-71.06364,Entire home/apt,207,2,381,2022-06-01,3.24,1,228,7,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,657,3,70,2020-10-05,0.62,2,291,0,STR-454183
743759,AVAILABLE NOW: Private room & shared bath,7969,Carolyn,,Roslindale,42.29239,-71.13193,Private room,25,91,5,2019-09-30,0.04,2,205,0,
750438,Private room/bath 7 min to subway verdant/peaceful,3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,85,3,217,2022-06-03,1.97,1,52,15,STR-465441
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.73,1,286,0,STR-397984
766700,"N4 Little Italy, Historic, Freedom Trail,TD Garden",3637081,Sarah,,North End,42.3657,-71.05618,Entire home/apt,312,1,599,2022-05-28,5.45,12,227,106,Exempt: This listing is a unit used for furnished institutional or business stays
789843,One Bedroom Condo with Private Roof Deck,4161865,Ally,,Back Bay,42.35244,-71.0852,Entire home/apt,244,2,13,2022-06-01,0.14,1,104,11,STR-467813
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,164,3,62,2022-05-29,0.53,10,79,5,STR446651
815639,"N1 Lil Italy, Historic, Freedom Trail, TD Garden",3637081,Sarah,,North End,42.36695,-71.05601,Entire home/apt,291,1,708,2022-05-26,6.45,12,220,132,STR-445691
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,473,6,79,2022-04-19,0.71,2,0,1,STR-411359
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,,Roslindale,42.29038,-71.13919,Entire home/apt,242,10,77,2020-08-16,0.75,1,166,0,STR-403983
863788,"Walk everywhere! South End w/Roof deck. 2BR, 2bath",775932,Andy & Daljit,,South End,42.344162,-71.070381,Entire home/apt,595,3,15,2022-05-30,0.13,1,13,5,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,145,2,527,2022-05-30,4.69,1,120,84,STR-400168
894539,Private room in house,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,90,7,62,2021-07-20,0.59,2,129,1,STR-408484
916123,"N3 Little Italy Historic, Freedom Trail, TD Garden",3637081,Sarah,,North End,42.36541,-71.05404,Entire home/apt,312,1,692,2022-05-16,6.22,12,218,117,STR-445691
973695,Perfect Central Location Sleeps 1-4,1760577,Claire,,Downtown,42.35888,-71.06032,Entire home/apt,257,91,60,2019-11-03,0.56,1,275,0,
989163,"The Dalton | The Upton, South End",5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,260,1,64,2022-04-24,0.60,7,78,7,Exempt: This listing is a hotel or motel
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34575,-71.07285,Private room,134,29,257,2020-01-03,2.30,4,90,0,STR-410426
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,160,91,8,2018-09-09,0.07,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,94,2,327,2020-03-17,2.95,2,0,0,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,91,0,,,1,0,0,
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33287,-71.10191,Entire home/apt,125,91,32,2019-05-18,0.29,10,255,0,
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,448,2,84,2022-05-04,0.79,1,231,7,STR-399217
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30347,-71.06409,Private room,38,91,194,2019-10-08,1.82,1,241,0,
1130279,**Back to AirBnB** 3BR North End -Perfect Location,2494599,Trisha,,North End,42.36489,-71.05198,Entire home/apt,614,2,87,2022-06-12,0.79,1,336,1,STR-466324
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.2941,-71.13141,Private room,26,91,8,2019-04-13,0.08,2,272,0,
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,207,91,65,2017-08-28,0.59,1,0,0,
1275498,"The Washington | The Upton, South End",5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,284,2,69,2022-05-23,0.64,7,46,13,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.22,1,358,0,
1321422,First Floor Apartment in Savin Hill Dorchester,6608084,CarneyFamily,,Dorchester,42.30907,-71.04674,Entire home/apt,213,2,592,2022-06-05,5.46,2,2,12,STR-396781
1340649,1BR in Charming South Boston Condo/Red Line/Beach,7271526,Michaela,,South Boston,42.3281,-71.05697,Private room,75,91,31,2019-10-26,0.33,1,269,0,
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,70,28,41,2020-03-31,0.39,5,75,0,STR-415714
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,70,29,40,2022-03-26,0.39,5,109,2,STR-415714
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,29,21,2022-05-08,0.19,5,106,2,STR-415714
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,349,2,28,2022-05-23,0.26,1,45,3,STR-446784
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,45,29,109,2021-12-04,1.02,1,87,2,C0149490351
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30835,-71.04654,Private room,80,29,311,2019-11-05,2.89,3,334,0,STR-415377
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30856,-71.04646,Private room,94,2,608,2022-05-23,5.67,2,32,9,STR-396781
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.30818,-71.04784,Private room,60,29,45,2019-08-09,0.42,3,339,0,STR-415377
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38324,-71.07852,Entire home/apt,156,2,44,2022-06-08,0.42,1,0,4,STR-447717
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,350,3,38,2022-06-08,0.84,1,2,21,STR-398614
1545185,Large 1 Bed Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,,Brighton,42.34873,-71.15693,Entire home/apt,155,2,181,2022-06-09,1.71,3,61,45,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,43,2016-10-21,0.40,1,364,0,
1596470,4-story Central Luxury-two blocks to Boston Common,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,250,7,143,2022-06-06,1.35,1,18,2,STR-466119
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,46,60,24,2022-03-31,0.47,5,68,2,STR-383293
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,,South Boston,42.33835,-71.0472,Private room,107,1,339,2022-06-09,4.42,1,35,75,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,58,29,38,2022-02-26,0.36,2,0,1,
1677807,"Sunny, welcoming 2 - bedroom condo in Boston",4192881,Julia,,Brighton,42.35103,-71.17252,Entire home/apt,100,30,47,2020-03-08,0.44,1,239,0,STR-410175
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32382,-71.09641,Entire home/apt,120,30,233,2021-10-22,2.31,3,283,1,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,255,2,238,2022-05-28,2.26,1,272,24,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,74,30,7,2017-08-05,0.07,2,324,0,
4555637,Brownstone Loft Bedroom Rooftop Views by LMA & T,11228809,Jonathan,,Roxbury,42.32965,-71.0932,Private room,134,2,316,2022-06-04,3.43,6,62,54,STR-468241
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32397,-71.09085,Entire home/apt,297,3,89,2021-12-27,0.98,10,100,1,STR-446652
4566095,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,145,120,20,2021-03-31,0.23,7,127,0,Exempt: This listing is a hotel or motel
4568116,Brownstone Cozy Private Studio by the T & LMA,11228809,Jonathan,,Roxbury,42.32967,-71.09328,Entire home/apt,228,2,563,2022-06-05,6.11,6,59,82,STR-443395
4573238,Chic furnished 2 bds- best Boston location N. End Boston,5578043,Dror,,North End,42.36424,-71.05259,Entire home/apt,133,31,158,2022-05-06,1.73,4,278,3,
4580825,Amazing price and location w/ parking  N End (m1s),5578043,Dror,,North End,42.36329,-71.05233,Entire home/apt,199,2,161,2022-05-29,1.83,4,323,42,STR-406255
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.3043,-71.11465,Entire home/apt,211,2,232,2021-11-23,2.59,1,22,25,STR-410540
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,7,2018-02-15,0.09,31,365,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,1,2015-06-20,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,397,75,18,2021-06-04,0.26,11,254,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,274,1,258,2022-05-26,3.00,3,319,51,STR-398048
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,297,1,123,2022-05-20,1.49,84,353,14,STR-441249
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,150,4,2016-10-31,0.05,31,365,0,
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,,Mission Hill,42.33245,-71.10642,Private room,100,91,0,,,1,0,0,
4630071,Charming studio,12165186,Masha,,Brighton,42.34341,-71.15451,Entire home/apt,49,91,15,2021-12-10,0.24,2,202,2,
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34765,-71.15509,Entire home/apt,407,3,141,2022-06-06,1.54,1,243,21,STR-416233
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.2563,-71.12762,Entire home/apt,148,91,105,2019-06-28,1.21,1,270,0,Exempt: This listing is a unit used for furnished institutional or business stays
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35914,-71.13348,Private room,41,91,3,2018-06-19,0.04,5,0,0,
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.35111,-71.16529,Private room,65,91,25,2020-05-04,0.29,1,327,0,
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.27667,-71.08169,Private room,26,29,21,2022-05-05,0.41,1,248,1,STR-416068
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,110,91,5,2015-10-25,0.06,1,0,0,
4863108,Ensuite Private Room in Boston,8157833,John,,South Boston,42.33717,-71.05,Private room,130,4,252,2022-06-06,2.79,1,257,31,STR-413500
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.34838,-71.13163,Entire home/apt,79,240,343,2022-03-29,3.78,2,286,5,STR-415702
4995033,Modern Beacon Hill 2 Bedroom,11206328,Natasha,,West End,42.36122,-71.06629,Entire home/apt,126,2,120,2022-03-21,1.39,1,0,20,STR-411167
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33257,-71.02959,Entire home/apt,355,3,157,2022-05-30,1.77,1,273,28,STR-397970
5047340,Beautiful & Spacious 4 BDR / 3 BA w/ FREE Parking,10250028,Michelle,,Allston,42.35779,-71.13347,Entire home/apt,771,1,233,2022-06-09,3.43,2,40,13,STR-411261
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31124,-71.06551,Private room,45,2,37,2022-06-05,0.41,2,255,6,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31327,-71.10811,Private room,60,30,26,2022-04-30,0.30,2,279,3,STR-416301
5064995,Beacon Hill Brownstone,13435932,Tom,,Beacon Hill,42.35921,-71.06759,Entire home/apt,147,91,24,2021-06-01,0.27,1,163,0,
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,,Roxbury,42.34041,-71.08384,Entire home/apt,500,29,100,2020-12-27,1.20,3,260,0,Exempt: This listing is a unit used for furnished institutional or business stays
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,,Jamaica Plain,42.30542,-71.10409,Entire home/apt,165,2,299,2022-06-03,3.34,1,235,67,STR-401736
5203538,Beautiful Townhouse Boston's South End,26917979,Jim,,South End,42.34024,-71.07483,Entire home/apt,900,5,5,2022-04-19,0.06,1,72,1,STR-470244
5317935,Family friendly Boston home,95959,Bandita,,Roxbury,42.32338,-71.09334,Entire home/apt,400,29,9,2019-04-16,0.10,1,166,0,STR-398243
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,42,150,6,2019-11-01,0.08,31,365,0,
5364137,**Studio by Airport and T Station**,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,78,60,86,2022-05-02,0.98,2,48,3,
5364231,Cool room with private bathroom.,13226301,Mohamed,,Roslindale,42.27863,-71.13637,Private room,50,28,0,,,4,255,0,STR-398232
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,,Dorchester,42.31163,-71.06351,Entire home/apt,88,29,261,2021-06-14,3.27,2,183,1,
5478135,City living near the beach!,13595892,Elizabeth,,East Boston,42.38455,-71.00217,Entire home/apt,195,91,27,2016-11-13,0.36,1,0,0,
5495267,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,150,2,2016-08-30,0.03,31,365,0,
5509080,Beautiful apartment in Boston Brighton unit 1,16605319,Limor,,Brighton,42.34871,-71.15823,Entire home/apt,259,30,0,,,2,347,0,STR-443290
